Tamanho amostral,kind,Medidas,Valores,data_set,species,type
11,petal_length,Mediana,1.4,iris,setosa,central
11,petal_length,Desvio Padrão,0.10357254813546266,iris,setosa,dispersao
11,petal_length,IC (90%),0.05660007650906261,iris,setosa,dispersao
11,petal_length,IC (95%),0.06958098461083505,iris,setosa,dispersao
11,petal_length,IC (99%),0.09897099208508942,iris,setosa,dispersao
11,petal_length,CV (%),7.120612684313058,iris,setosa,cv
12,petal_length,Média,1.4666666666666668,iris,setosa,central
12,petal_length,Mediana,1.45,iris,setosa,central
12,petal_length,Desvio Padrão,0.10730867399773199,iris,setosa,dispersao
12,petal_length,IC (90%),0.05563174524257844,iris,setosa,dispersao
12,petal_length,IC (95%),0.06818067864553533,iris,setosa,dispersao
12,petal_length,IC (99%),0.09620964268798521,iris,setosa,dispersao
12,petal_length,CV (%),7.316500499845363,iris,setosa,cv
13,petal_length,Média,1.4615384615384615,iris,setosa,central
13,petal_length,Mediana,1.4,iris,setosa,central
13,petal_length,Desvio Padrão,0.10439078454267839,iris,setosa,dispersao
13,petal_length,IC (90%),0.05160220504447698,iris,setosa,dispersao
13,petal_length,IC (95%),0.06308271975162733,iris,setosa,dispersao
13,petal_length,IC (99%),0.08843745648912503,iris,setosa,dispersao
13,petal_length,CV (%),7.142527363446417,iris,setosa,cv
14,petal_length,Média,1.4357142857142857,iris,setosa,central
14,petal_length,Mediana,1.4,iris,setosa,central
14,petal_length,Desvio Padrão,0.13926810257774172,iris,setosa,dispersao
14,petal_length,IC (90%),0.06591585181541339,iris,setosa,dispersao
14,petal_length,IC (95%),0.08041100842564343,iris,setosa,dispersao
14,petal_length,IC (99%),0.11211981671833297,iris,setosa,dispersao
14,petal_length,CV (%),9.70026585118599,iris,setosa,cv
15,petal_length,Média,1.4200000000000002,iris,setosa,central
15,petal_length,Mediana,1.4,iris,setosa,central
15,petal_length,Desvio Padrão,0.14735767952260145,iris,setosa,dispersao
15,petal_length,IC (90%),0.0670136045850999,iris,setosa,dispersao
15,petal_length,IC (95%),0.08160396292741465,iris,setosa,dispersao
15,petal_length,IC (99%),0.11326168960476228,iris,setosa,dispersao
15,petal_length,CV (%),10.377301374831088,iris,setosa,cv
16,petal_length,Média,1.4249999999999998,iris,setosa,central
16,petal_length,Mediana,1.4,iris,setosa,central
16,petal_length,Desvio Padrão,0.14375905768565217,iris,setosa,dispersao
16,petal_length,IC (90%),0.06300421680246476,iris,setosa,dispersao
16,petal_length,IC (95%),0.07660379454352996,iris,setosa,dispersao
16,petal_length,IC (99%),0.1059041668447326,iris,setosa,dispersao
16,petal_length,CV (%),10.088354925308925,iris,setosa,cv
17,petal_length,Média,1.4176470588235293,iris,setosa,central
17,petal_length,Mediana,1.4,iris,setosa,central
17,petal_length,Desvio Padrão,0.1424574239801451,iris,setosa,dispersao
17,petal_length,IC (90%),0.06032202753817159,iris,setosa,dispersao
17,petal_length,IC (95%),0.0732448487694621,iris,setosa,dispersao
17,petal_length,IC (99%),0.10091592690308479,iris,setosa,dispersao
17,petal_length,CV (%),10.048863932209407,iris,setosa,cv
18,petal_length,Média,1.4166666666666665,iris,setosa,central
18,petal_length,Mediana,1.4,iris,setosa,central
18,petal_length,Desvio Padrão,0.13826657968874304,iris,setosa,dispersao
18,petal_length,IC (90%),0.05669334024636647,iris,setosa,dispersao
18,petal_length,IC (95%),0.068758352458807,iris,setosa,dispersao
18,petal_length,IC (99%),0.09445259465785961,iris,setosa,dispersao
18,petal_length,CV (%),9.759993860381863,iris,setosa,cv
19,petal_length,Média,1.4315789473684208,iris,setosa,central
19,petal_length,Mediana,1.4,iris,setosa,central
19,petal_length,Desvio Padrão,0.14926721593968975,iris,setosa,dispersao
19,petal_length,IC (90%),0.05938170399791045,iris,setosa,dispersao
19,petal_length,IC (95%),0.07194449513857483,iris,setosa,dispersao
19,petal_length,IC (99%),0.09857002907736076,iris,setosa,dispersao
19,petal_length,CV (%),10.426754054610683,iris,setosa,cv
20,petal_length,Média,1.4349999999999998,iris,setosa,central
20,petal_length,Mediana,1.4,iris,setosa,central
20,petal_length,Desvio Padrão,0.1460893742308382,iris,setosa,dispersao
20,petal_length,IC (90%),0.05648485040235996,iris,setosa,dispersao
20,petal_length,IC (95%),0.06837193176490175,iris,setosa,dispersao
20,petal_length,IC (99%),0.09345694106288784,iris,setosa,dispersao
20,petal_length,CV (%),10.180444197270955,iris,setosa,cv
21,petal_length,Média,1.4476190476190474,iris,setosa,central
21,petal_length,Mediana,1.4,iris,setosa,central
21,petal_length,Desvio Padrão,0.153684897172909,iris,setosa,dispersao
21,petal_length,IC (90%),0.057841520459178265,iris,setosa,dispersao
21,petal_length,IC (95%),0.06995652646880852,iris,setosa,dispersao
21,petal_length,IC (99%),0.09542357176999307,iris,setosa,dispersao
21,petal_length,CV (%),10.616390923128584,iris,setosa,cv
22,petal_length,Média,1.4499999999999997,iris,setosa,central
22,petal_length,Mediana,1.45,iris,setosa,central
22,petal_length,Desvio Padrão,0.15039630187955957,iris,setosa,dispersao
22,petal_length,IC (90%),0.05517493167346577,iris,setosa,dispersao
22,petal_length,IC (95%),0.06668198462567572,iris,setosa,dispersao
22,petal_length,IC (99%),0.09078640969626098,iris,setosa,dispersao
22,petal_length,CV (%),10.372158750314455,iris,setosa,cv
23,petal_length,Média,1.4304347826086954,iris,setosa,central
23,petal_length,Mediana,1.4,iris,setosa,central
23,petal_length,Desvio Padrão,0.17434235548768992,iris,setosa,dispersao
23,petal_length,IC (90%),0.06242316759599108,iris,setosa,dispersao
23,petal_length,IC (95%),0.07539128801403717,iris,setosa,dispersao
23,petal_length,IC (99%),0.1024699405641586,iris,setosa,dispersao
23,petal_length,CV (%),12.188067404914495,iris,setosa,cv
24,petal_length,Média,1.4416666666666667,iris,setosa,central
24,petal_length,Mediana,1.45,iris,setosa,central
24,petal_length,Desvio Padrão,0.17916877315917054,iris,setosa,dispersao
24,petal_length,IC (90%),0.06268086238850051,iris,setosa,dispersao
24,petal_length,IC (95%),0.07565633765913034,iris,setosa,dispersao
24,petal_length,IC (99%),0.10267176904669961,iris,setosa,dispersao
24,petal_length,CV (%),12.42789177982686,iris,setosa,cv
25,petal_length,Média,1.46,iris,setosa,central
25,petal_length,Mediana,1.5,iris,setosa,central
25,petal_length,Desvio Padrão,0.19790570145063194,iris,setosa,dispersao
25,petal_length,IC (90%),0.06771866362475829,iris,setosa,dispersao
25,petal_length,IC (95%),0.08169145851238875,iris,setosa,dispersao
25,petal_length,IC (99%),0.11070605492140898,iris,setosa,dispersao
25,petal_length,CV (%),13.5551850308652,iris,setosa,cv
26,petal_length,Média,1.4653846153846155,iris,setosa,central
26,petal_length,Mediana,1.5,iris,setosa,central
26,petal_length,Desvio Padrão,0.19584138008563498,iris,setosa,dispersao
26,petal_length,IC (90%),0.06560568030232775,iris,setosa,dispersao
26,petal_length,IC (95%),0.07910204529234677,iris,setosa,dispersao
26,petal_length,IC (99%),0.10705887184686692,iris,setosa,dispersao
26,petal_length,CV (%),13.3645036278911,iris,setosa,cv
27,petal_length,Média,1.4703703703703705,iris,setosa,central
27,petal_length,Mediana,1.5,iris,setosa,central
27,petal_length,Desvio Padrão,0.19377785619068438,iris,setosa,dispersao
27,petal_length,IC (90%),0.06360686852199886,iris,setosa,dispersao
27,petal_length,IC (95%),0.07665596686818839,iris,setosa,dispersao
27,petal_length,IC (99%),0.10362539460570692,iris,setosa,dispersao
27,petal_length,CV (%),13.17884664269138,iris,setosa,cv
28,petal_length,Média,1.4714285714285715,iris,setosa,central
28,petal_length,Mediana,1.5,iris,setosa,central
28,petal_length,Desvio Padrão,0.19023794624226836,iris,setosa,dispersao
28,petal_length,IC (90%),0.06123593219386526,iris,setosa,dispersao
28,petal_length,IC (95%),0.07376657470791528,iris,setosa,dispersao
28,petal_length,IC (99%),0.09961046475664294,iris,setosa,dispersao
28,petal_length,CV (%),12.928792463066783,iris,setosa,cv
29,petal_length,Média,1.4689655172413794,iris,setosa,central
29,petal_length,Mediana,1.5,iris,setosa,central
29,petal_length,Desvio Padrão,0.18728024889351189,iris,setosa,dispersao
29,petal_length,IC (90%),0.05916034813785017,iris,setosa,dispersao
29,petal_length,IC (95%),0.07123759682199804,iris,setosa,dispersao
29,petal_length,IC (99%),0.0960981694991456,iris,setosa,dispersao
29,petal_length,CV (%),12.749124924675693,iris,setosa,cv
30,petal_length,Média,1.4733333333333334,iris,setosa,central
30,petal_length,Mediana,1.5,iris,setosa,central
30,petal_length,Desvio Padrão,0.18557149999176975,iris,setosa,dispersao
30,petal_length,IC (90%),0.0575673845580849,iris,setosa,dispersao
30,petal_length,IC (95%),0.06929353690433251,iris,setosa,dispersao
30,petal_length,IC (99%),0.09338791322200551,iris,setosa,dispersao
30,petal_length,CV (%),12.595350678174416,iris,setosa,cv
31,petal_length,Média,1.4774193548387098,iris,setosa,central
31,petal_length,Mediana,1.5,iris,setosa,central
31,petal_length,Desvio Padrão,0.18386530834527548,iris,setosa,dispersao
31,petal_length,IC (90%),0.05604895921378023,iris,setosa,dispersao
31,petal_length,IC (95%),0.06744233958781023,iris,setosa,dispersao
31,petal_length,IC (99%),0.09081361312034135,iris,setosa,dispersao
31,petal_length,CV (%),12.445031787562312,iris,setosa,cv
32,petal_length,Média,1.478125,iris,setosa,central
32,petal_length,Mediana,1.5,iris,setosa,central
32,petal_length,Desvio Padrão,0.18091947059039742,iris,setosa,dispersao
32,petal_length,IC (90%),0.05422666877694504,iris,setosa,dispersao
32,petal_length,IC (95%),0.06522842497084774,iris,setosa,dispersao
32,petal_length,IC (99%),0.08776089844653513,iris,setosa,dispersao
32,petal_length,CV (%),12.239795050513147,iris,setosa,cv
33,petal_length,Média,1.4787878787878788,iris,setosa,central
33,petal_length,Mediana,1.5,iris,setosa,central
33,petal_length,Desvio Padrão,0.17811087796225375,iris,setosa,dispersao
33,petal_length,IC (90%),0.05251923073019274,iris,setosa,dispersao
33,petal_length,IC (95%),0.06315537117049452,iris,setosa,dispersao
33,petal_length,IC (99%),0.08490695829359461,iris,setosa,dispersao
33,petal_length,CV (%),12.044383140890112,iris,setosa,cv
34,petal_length,Média,1.476470588235294,iris,setosa,central
34,petal_length,Mediana,1.5,iris,setosa,central
34,petal_length,Desvio Padrão,0.1759111751224942,iris,setosa,dispersao
34,petal_length,IC (90%),0.05105600168859087,iris,setosa,dispersao
34,petal_length,IC (95%),0.06137831064862509,iris,setosa,dispersao
34,petal_length,IC (99%),0.08245890461141311,iris,setosa,dispersao
34,petal_length,CV (%),11.91430269753945,iris,setosa,cv
35,petal_length,Média,1.477142857142857,iris,setosa,central
35,petal_length,Mediana,1.5,iris,setosa,central
35,petal_length,Desvio Padrão,0.17335057014058886,iris,setosa,dispersao
35,petal_length,IC (90%),0.04954677652809898,iris,setosa,dispersao
35,petal_length,IC (95%),0.05954800429867288,iris,setosa,dispersao
35,petal_length,IC (99%),0.0799463050601842,iris,setosa,dispersao
35,petal_length,CV (%),11.73553182769944,iris,setosa,cv
36,petal_length,Média,1.4694444444444443,iris,setosa,central
36,petal_length,Mediana,1.5,iris,setosa,central
36,petal_length,Desvio Padrão,0.17698982124799387,iris,setosa,dispersao
36,petal_length,IC (90%),0.04983952110209702,iris,setosa,dispersao
36,petal_length,IC (95%),0.05988473988919388,iris,setosa,dispersao
36,petal_length,IC (99%),0.08034764405803647,iris,setosa,dispersao
36,petal_length,CV (%),12.044675926139469,iris,setosa,cv
37,petal_length,Média,1.4648648648648648,iris,setosa,central
37,petal_length,Mediana,1.5,iris,setosa,central
37,petal_length,Desvio Padrão,0.1767236012286736,iris,setosa,dispersao
37,petal_length,IC (90%),0.049050419100438364,iris,setosa,dispersao
37,petal_length,IC (95%),0.0589225822475043,iris,setosa,dispersao
37,petal_length,IC (99%),0.07900967939900586,iris,setosa,dispersao
37,petal_length,CV (%),12.064157279448198,iris,setosa,cv
38,petal_length,Média,1.463157894736842,iris,setosa,central
38,petal_length,Mediana,1.5,iris,setosa,central
38,petal_length,Desvio Padrão,0.1746363830573113,iris,setosa,dispersao
38,petal_length,IC (90%),0.04779496103921356,iris,setosa,dispersao
38,petal_length,IC (95%),0.05740155073149934,iris,setosa,dispersao
38,petal_length,IC (99%),0.07692688346781529,iris,setosa,dispersao
38,petal_length,CV (%),11.935580137010486,iris,setosa,cv
39,petal_length,Média,1.4589743589743587,iris,setosa,central
39,petal_length,Mediana,1.5,iris,setosa,central
39,petal_length,Desvio Padrão,0.17429247759524444,iris,setosa,dispersao
39,petal_length,IC (90%),0.04705352661615712,iris,setosa,dispersao
39,petal_length,IC (95%),0.056499085294125714,iris,setosa,dispersao
39,petal_length,IC (99%),0.07567722082550739,iris,setosa,dispersao
39,petal_length,CV (%),11.94623308649303,iris,setosa,cv
40,petal_length,Média,1.46,iris,setosa,central
40,petal_length,Mediana,1.5,iris,setosa,central
40,petal_length,Desvio Padrão,0.17216569240422333,iris,setosa,dispersao
40,petal_length,IC (90%),0.04586531018713149,iris,setosa,dispersao
40,petal_length,IC (95%),0.055061259440449775,iris,setosa,dispersao
40,petal_length,IC (99%),0.07371423358599324,iris,setosa,dispersao
40,petal_length,CV (%),11.792170712618038,iris,setosa,cv
41,petal_length,Média,1.4560975609756097,iris,setosa,central
41,petal_length,Mediana,1.5,iris,setosa,central
41,petal_length,Desvio Padrão,0.1718266284482776,iris,setosa,dispersao
41,petal_length,IC (90%),0.04518582357099121,iris,setosa,dispersao
41,petal_length,IC (95%),0.05423517583334133,iris,setosa,dispersao
41,petal_length,IC (99%),0.07257365318356598,iris,setosa,dispersao
41,petal_length,CV (%),11.800488720903488,iris,setosa,cv
42,petal_length,Média,1.452380952380952,iris,setosa,central
42,petal_length,Mediana,1.5,iris,setosa,central
42,petal_length,Desvio Padrão,0.17141889248711725,iris,setosa,dispersao
42,petal_length,IC (90%),0.044512980297500386,iris,setosa,dispersao
42,petal_length,IC (95%),0.05341788716579288,iris,setosa,dispersao
42,petal_length,IC (99%),0.07144762134675298,iris,setosa,dispersao
42,petal_length,CV (%),11.802612269604795,iris,setosa,cv
43,petal_length,Média,1.4488372093023254,iris,setosa,central
43,petal_length,Mediana,1.5,iris,setosa,central
43,petal_length,Desvio Padrão,0.1709526431546187,iris,setosa,dispersao
43,petal_length,IC (90%),0.04384855456027806,iris,setosa,dispersao
43,petal_length,IC (95%),0.052611457803521264,iris,setosa,dispersao
43,petal_length,IC (99%),0.07033867633391241,iris,setosa,dispersao
43,petal_length,CV (%),11.799299607782672,iris,setosa,cv
44,petal_length,Média,1.4522727272727272,iris,setosa,central
44,petal_length,Mediana,1.5,iris,setosa,central
44,petal_length,Desvio Padrão,0.1704830842916631,iris,setosa,dispersao
44,petal_length,IC (90%),0.043205688957756186,iris,setosa,dispersao
44,petal_length,IC (95%),0.05183159492809953,iris,setosa,dispersao
44,petal_length,IC (99%),0.06926760546923941,iris,setosa,dispersao
44,petal_length,CV (%),11.739054317422811,iris,setosa,cv
45,petal_length,Média,1.462222222222222,iris,setosa,central
45,petal_length,Mediana,1.5,iris,setosa,central
45,petal_length,Desvio Padrão,0.18126937374687943,iris,setosa,dispersao
45,petal_length,IC (90%),0.04540324630108768,iris,setosa,dispersao
45,petal_length,IC (95%),0.0544593487234332,iris,setosa,dispersao
45,petal_length,IC (99%),0.07275085851372985,iris,setosa,dispersao
45,petal_length,CV (%),12.396841669619416,iris,setosa,cv
46,petal_length,Média,1.4608695652173913,iris,setosa,central
46,petal_length,Mediana,1.5,iris,setosa,central
46,petal_length,Desvio Padrão,0.179478579185577,iris,setosa,dispersao
46,petal_length,IC (90%),0.04444213755966851,iris,setosa,dispersao
46,petal_length,IC (95%),0.053298558864304686,iris,setosa,dispersao
46,petal_length,IC (99%),0.07117360834362353,iris,setosa,dispersao
46,petal_length,CV (%),12.285736075203186,iris,setosa,cv
47,petal_length,Média,1.4638297872340424,iris,setosa,central
47,petal_length,Mediana,1.5,iris,setosa,central
47,petal_length,Desvio Padrão,0.17867328930431464,iris,setosa,dispersao
47,petal_length,IC (90%),0.043749546181213635,iris,setosa,dispersao
47,petal_length,IC (95%),0.05246044294827976,iris,setosa,dispersao
47,petal_length,IC (99%),0.07002942345372895,iris,setosa,dispersao
47,petal_length,CV (%),12.205878775149403,iris,setosa,cv
48,petal_length,Média,1.4625000000000001,iris,setosa,central
48,petal_length,Mediana,1.5,iris,setosa,central
48,petal_length,Desvio Padrão,0.17700222381100908,iris,setosa,dispersao
48,petal_length,IC (90%),0.04286778997350245,iris,setosa,dispersao
48,petal_length,IC (95%),0.051396088170286416,iris,setosa,dispersao
48,petal_length,IC (99%),0.06858521589410939,iris,setosa,dispersao
48,petal_length,CV (%),12.102716158017714,iris,setosa,cv
49,petal_length,Média,1.463265306122449,iris,setosa,central
49,petal_length,Mediana,1.5,iris,setosa,central
49,petal_length,Desvio Padrão,0.17523065460393958,iris,setosa,dispersao
49,petal_length,IC (90%),0.04198587052398244,iris,setosa,dispersao
49,petal_length,IC (95%),0.05033212060498422,iris,setosa,dispersao
49,petal_length,IC (99%),0.0671434810605441,iris,setosa,dispersao
49,petal_length,CV (%),11.975316702361283,iris,setosa,cv
50,petal_length,Média,1.4620000000000002,iris,setosa,central
50,petal_length,Mediana,1.5,iris,setosa,central
50,petal_length,Desvio Padrão,0.17366399648018407,iris,setosa,dispersao
50,petal_length,IC (90%),0.04117575109429415,iris,setosa,dispersao
50,petal_length,IC (95%),0.0493547616476512,iris,setosa,dispersao
50,petal_length,IC (99%),0.06581907888577128,iris,setosa,dispersao
50,petal_length,CV (%),11.878522331065941,iris,setosa,cv
1,petal_width,Média,0.2,iris,setosa,central
1,petal_width,Mediana,0.2,iris,setosa,central
1,petal_width,Desvio Padrão,0.0,iris,setosa,dispersao
1,petal_width,IC (90%),0.0,iris,setosa,dispersao
1,petal_width,IC (95%),0.0,iris,setosa,dispersao
1,petal_width,IC (99%),0.0,iris,setosa,dispersao
1,petal_width,CV (%),0.0,iris,setosa,cv
2,petal_width,Média,0.2,iris,setosa,central
2,petal_width,Mediana,0.2,iris,setosa,central
2,petal_width,Desvio Padrão,0.0,iris,setosa,dispersao
2,petal_width,IC (90%),0.0,iris,setosa,dispersao
2,petal_width,IC (95%),0.0,iris,setosa,dispersao
2,petal_width,IC (99%),0.0,iris,setosa,dispersao
2,petal_width,CV (%),0.0,iris,setosa,cv
3,petal_width,Média,0.20000000000000004,iris,setosa,central
3,petal_width,Mediana,0.2,iris,setosa,central
3,petal_width,Desvio Padrão,3.3993498887762956e-17,iris,setosa,dispersao
3,petal_width,IC (90%),5.730809173976953e-17,iris,setosa,dispersao
3,petal_width,IC (95%),8.444453254461062e-17,iris,setosa,dispersao
3,petal_width,IC (99%),1.94786518292255e-16,iris,setosa,dispersao
3,petal_width,CV (%),1.6996749443881475e-14,iris,setosa,cv
4,petal_width,Média,0.2,iris,setosa,central
4,petal_width,Mediana,0.2,iris,setosa,central
4,petal_width,Desvio Padrão,0.0,iris,setosa,dispersao
4,petal_width,IC (90%),0.0,iris,setosa,dispersao
4,petal_width,IC (95%),0.0,iris,setosa,dispersao
4,petal_width,IC (99%),0.0,iris,setosa,dispersao
4,petal_width,CV (%),0.0,iris,setosa,cv
5,petal_width,Média,0.2,iris,setosa,central
5,petal_width,Mediana,0.2,iris,setosa,central
5,petal_width,Desvio Padrão,0.0,iris,setosa,dispersao
5,petal_width,IC (90%),0.0,iris,setosa,dispersao
5,petal_width,IC (95%),0.0,iris,setosa,dispersao
5,petal_width,IC (99%),0.0,iris,setosa,dispersao
5,petal_width,CV (%),0.0,iris,setosa,cv
6,petal_width,Média,0.2333333333333333,iris,setosa,central
6,petal_width,Mediana,0.2,iris,setosa,central
6,petal_width,Desvio Padrão,0.08164965809277261,iris,setosa,dispersao
6,petal_width,IC (90%),0.06716827908897191,iris,setosa,dispersao
6,petal_width,IC (95%),0.08568606122049133,iris,setosa,dispersao
6,petal_width,IC (99%),0.13440476611858454,iris,setosa,dispersao
6,petal_width,CV (%),34.992710611188265,iris,setosa,cv
7,petal_width,Média,0.24285714285714285,iris,setosa,central
7,petal_width,Mediana,0.2,iris,setosa,central
7,petal_width,Desvio Padrão,0.07867957924694431,iris,setosa,dispersao
7,petal_width,IC (90%),0.057786461721810276,iris,setosa,dispersao
7,petal_width,IC (95%),0.07276647427600652,iris,setosa,dispersao
7,petal_width,IC (99%),0.11025181224942941,iris,setosa,dispersao
7,petal_width,CV (%),32.397473807565305,iris,setosa,cv
8,petal_width,Média,0.23750000000000002,iris,setosa,central
8,petal_width,Mediana,0.2,iris,setosa,central
8,petal_width,Desvio Padrão,0.0744023809142845,iris,setosa,dispersao
8,petal_width,IC (90%),0.04983729572260914,iris,setosa,dispersao
8,petal_width,IC (95%),0.06220194704808257,iris,setosa,dispersao
8,petal_width,IC (99%),0.09205465716781117,iris,setosa,dispersao
8,petal_width,CV (%),31.327318279698734,iris,setosa,cv
9,petal_width,Média,0.23333333333333334,iris,setosa,central
9,petal_width,Mediana,0.2,iris,setosa,central
9,petal_width,Desvio Padrão,0.07071067811865475,iris,setosa,dispersao
9,petal_width,IC (90%),0.043829967575817946,iris,setosa,dispersao
9,petal_width,IC (95%),0.054353038710877176,iris,setosa,dispersao
9,petal_width,IC (99%),0.07908723784977591,iris,setosa,dispersao
9,petal_width,CV (%),30.304576336566324,iris,setosa,cv
10,petal_width,Média,0.22000000000000003,iris,setosa,central
10,petal_width,Mediana,0.2,iris,setosa,central
10,petal_width,Desvio Padrão,0.07888106377466154,iris,setosa,dispersao
10,petal_width,IC (90%),0.0457258703016954,iris,setosa,dispersao
10,petal_width,IC (95%),0.05642811372008941,iris,setosa,dispersao
10,petal_width,IC (99%),0.08106514112710413,iris,setosa,dispersao
10,petal_width,CV (%),35.855028988482516,iris,setosa,cv
11,petal_width,Média,0.21818181818181823,iris,setosa,central
11,petal_width,Mediana,0.2,iris,setosa,central
11,petal_width,Desvio Padrão,0.07507571935295483,iris,setosa,dispersao
11,petal_width,IC (90%),0.04102719818954829,iris,setosa,dispersao
11,petal_width,IC (95%),0.05043655454062066,iris,setosa,dispersao
11,petal_width,IC (99%),0.07174023000907118,iris,setosa,dispersao
11,petal_width,CV (%),34.409704703437626,iris,setosa,cv
12,petal_width,Média,0.2166666666666667,iris,setosa,central
12,petal_width,Mediana,0.2,iris,setosa,central
12,petal_width,Desvio Padrão,0.07177405625652733,iris,setosa,dispersao
12,petal_width,IC (90%),0.03720962960341876,iris,setosa,dispersao
12,petal_width,IC (95%),0.04560305968198146,iris,setosa,dispersao
12,petal_width,IC (99%),0.06435040197080238,iris,setosa,dispersao
12,petal_width,CV (%),33.12648750301261,iris,setosa,cv
13,petal_width,Média,0.20769230769230773,iris,setosa,central
13,petal_width,Mediana,0.2,iris,setosa,central
13,petal_width,Desvio Padrão,0.07595545253127499,iris,setosa,dispersao
13,petal_width,IC (90%),0.03754611916114571,iris,setosa,dispersao
13,petal_width,IC (95%),0.04589942059185827,iris,setosa,dispersao
13,petal_width,IC (99%),0.0643477013586403,iris,setosa,dispersao
13,petal_width,CV (%),36.57114381135462,iris,setosa,cv
14,petal_width,Média,0.20000000000000004,iris,setosa,central
14,petal_width,Mediana,0.2,iris,setosa,central
14,petal_width,Desvio Padrão,0.07844645405527362,iris,setosa,dispersao
14,petal_width,IC (90%),0.03712885251714827,iris,setosa,dispersao
14,petal_width,IC (95%),0.04529363408594766,iris,setosa,dispersao
14,petal_width,IC (99%),0.06315446170432795,iris,setosa,dispersao
14,petal_width,CV (%),39.2232270276368,iris,setosa,cv
15,petal_width,Média,0.20000000000000007,iris,setosa,central
15,petal_width,Mediana,0.2,iris,setosa,central
15,petal_width,Desvio Padrão,0.07559289460184544,iris,setosa,dispersao
15,petal_width,IC (90%),0.03437725379975346,iris,setosa,dispersao
15,petal_width,IC (95%),0.04186194970394344,iris,setosa,dispersao
15,petal_width,IC (99%),0.05810202082753711,iris,setosa,dispersao
15,petal_width,CV (%),37.79644730092271,iris,setosa,cv
16,petal_width,Média,0.21250000000000002,iris,setosa,central
16,petal_width,Mediana,0.2,iris,setosa,central
16,petal_width,Desvio Padrão,0.08850612031567837,iris,setosa,dispersao
16,petal_width,IC (90%),0.038788921425092,iris,setosa,dispersao
16,petal_width,IC (95%),0.047161582481517854,iris,setosa,dispersao
16,petal_width,IC (99%),0.06520053124713174,iris,setosa,dispersao
16,petal_width,CV (%),41.64993897208393,iris,setosa,cv
17,petal_width,Média,0.2235294117647059,iris,setosa,central
17,petal_width,Mediana,0.2,iris,setosa,central
17,petal_width,Desvio Padrão,0.09701425001453319,iris,setosa,dispersao
17,petal_width,IC (90%),0.04107961591238212,iris,setosa,dispersao
17,petal_width,IC (95%),0.04988012468755321,iris,setosa,dispersao
17,petal_width,IC (99%),0.06872427346705876,iris,setosa,dispersao
17,petal_width,CV (%),43.40111184860695,iris,setosa,cv
18,petal_width,Média,0.2277777777777778,iris,setosa,central
18,petal_width,Mediana,0.2,iris,setosa,central
18,petal_width,Desvio Padrão,0.09582800496696,iris,setosa,dispersao
18,petal_width,IC (90%),0.039292283811115866,iris,setosa,dispersao
18,petal_width,IC (95%),0.047654145750731874,iris,setosa,dispersao
18,petal_width,IC (99%),0.06546197736568828,iris,setosa,dispersao
18,petal_width,CV (%),42.07083144890927,iris,setosa,cv
19,petal_width,Média,0.23157894736842108,iris,setosa,central
19,petal_width,Mediana,0.2,iris,setosa,central
19,petal_width,Desvio Padrão,0.09459053029269172,iris,setosa,dispersao
19,petal_width,IC (90%),0.037630144271703206,iris,setosa,dispersao
19,petal_width,IC (95%),0.0455911762268507,iris,setosa,dispersao
19,petal_width,IC (99%),0.062463758452899684,iris,setosa,dispersao
19,petal_width,CV (%),40.84591080820779,iris,setosa,cv
20,petal_width,Média,0.23500000000000001,iris,setosa,central
20,petal_width,Mediana,0.2,iris,setosa,central
20,petal_width,Desvio Padrão,0.09333020044867296,iris,setosa,dispersao
20,petal_width,IC (90%),0.03608573476422449,iris,setosa,dispersao
20,petal_width,IC (95%),0.04367987836403684,iris,setosa,dispersao
20,petal_width,IC (99%),0.059705608903059586,iris,setosa,dispersao
20,petal_width,CV (%),39.71497891432892,iris,setosa,cv
21,petal_width,Média,0.23333333333333334,iris,setosa,central
21,petal_width,Mediana,0.2,iris,setosa,central
21,petal_width,Desvio Padrão,0.09128709291752769,iris,setosa,dispersao
21,petal_width,IC (90%),0.03435720978299783,iris,setosa,dispersao
21,petal_width,IC (95%),0.04155338650329873,iris,setosa,dispersao
21,petal_width,IC (99%),0.05668052374000781,iris,setosa,dispersao
21,petal_width,CV (%),39.12303982179758,iris,setosa,cv
22,petal_width,Média,0.24090909090909093,iris,setosa,central
22,petal_width,Mediana,0.2,iris,setosa,central
22,petal_width,Desvio Padrão,0.09591211706105854,iris,setosa,dispersao
22,petal_width,IC (90%),0.03518666642308301,iris,setosa,dispersao
22,petal_width,IC (95%),0.042525050385901444,iris,setosa,dispersao
22,petal_width,IC (99%),0.0578971467085285,iris,setosa,dispersao
22,petal_width,CV (%),39.81257689326958,iris,setosa,cv
23,petal_width,Média,0.23913043478260873,iris,setosa,central
23,petal_width,Mediana,0.2,iris,setosa,central
23,petal_width,Desvio Padrão,0.09409439377939294,iris,setosa,dispersao
23,petal_width,IC (90%),0.03369043682072402,iris,setosa,dispersao
23,petal_width,IC (95%),0.04068946712395045,iris,setosa,dispersao
23,petal_width,IC (99%),0.05530409928799963,iris,setosa,dispersao
23,petal_width,CV (%),39.34856467138249,iris,setosa,cv
24,petal_width,Média,0.25,iris,setosa,central
24,petal_width,Mediana,0.2,iris,setosa,central
24,petal_width,Desvio Padrão,0.10632190661423899,iris,setosa,dispersao
24,petal_width,IC (90%),0.03719592806191523,iris,setosa,dispersao
